Profile name,Profile type,Standard,Series description,Shape family,Overall depth h (mm),Overall width b (mm),Wall thickness t (mm),Web thickness tw (mm),Flange thickness tf (mm),Root radius r (mm),Outer corner radius ro (mm),Inner corner radius ri (mm),Mass per metre (kg/m),Perimeter (m),Cross-section area A (mm2),Shear area Av (mm2),"Shear area about y-y Av,y (mm2)","Shear area about z-z Av,z (mm2)",Second moment of area about y-y Iy (mm4),Second moment of area about z-z Iz (mm4),Radius of gyration about y-y iy (mm),Radius of gyration about z-z iz (mm),"Elastic section modulus about y-y Wel,y (mm3)","Elastic section modulus about z-z Wel,z (mm3)","Plastic section modulus about y-y Wpl,y (mm3)","Plastic section modulus about z-z Wpl,z (mm3)",Torsion constant It (mm4),Torsion modulus Wt (mm3),Warping constant Iw (mm6),Warping modulus Ww (mm4),Buckling curve,Section class,Data source URL
profile,type,standard,series,shape,h_mm,b_mm,t_mm,tw_mm,tf_mm,r_mm,ro_mm,ri_mm,weight_kg_m,perimeter_m,area_mm2,av_mm2,av_y_mm2,av_z_mm2,I_y_mm4,I_z_mm4,i_y_mm,i_z_mm,W_el_y_mm3,W_el_z_mm3,W_pl_y_mm3,W_pl_z_mm3,I_t_mm4,W_t_mm3,I_w_mm6,W_w_mm4,buckling_curve,section_class,source_url
IPE80,IPE,EN 10365:2017,IPE parallel flange I sections,I,80,46,,3.8,5.2,5,,,6.00,0.328,764,,478,358,801400,84890,32.4,10.5,20030,3691,23220,5818,6727,1294,115100000,135200,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE100,IPE,EN 10365:2017,IPE parallel flange I sections,I,100,55,,4.1,5.7,7,,,8.10,0.400,1032,,627,508,1710000,159200,40.7,12.4,34200,5789,39410,9146,11530,2023,342100000,266800,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE120,IPE,EN 10365:2017,IPE parallel flange I sections,I,120,64,,4.4,6.3,7,,,10.4,0.475,1321,,806,631,3178000,276700,49.0,14.5,52960,8646,60730,13580,16890,2681,872000000,483400,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE140,IPE,EN 10365:2017,IPE parallel flange I sections,I,140,73,,4.7,6.9,7,,,12.9,0.551,1643,,1007,764,5412000,449200,57.4,16.5,77320,12310,88340,19250,24010,3480,1951000000,808200,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE160,IPE,EN 10365:2017,IPE parallel flange I sections,I,160,82,,5.0,7.4,9,,,15.8,0.623,2009,,1214,966,8693000,683100,65.8,18.4,108700,16660,123900,26100,35300,4770,3889000000,1252000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE180,IPE,EN 10365:2017,IPE parallel flange I sections,I,180,91,,5.3,8.0,9,,,18.8,0.698,2395,,1456,1125,13170000,1009000,74.2,20.5,146300,22160,166400,34600,47230,5904,7322000000,1882000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE200,IPE,EN 10365:2017,IPE parallel flange I sections,I,200,100,,5.6,8.5,12,,,22.4,0.768,2848,,1700,1400,19430000,1424000,82.6,22.4,194300,28470,220600,44610,68460,8054,12746000000,2683000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE220,IPE,EN 10365:2017,IPE parallel flange I sections,I,220,110,,5.9,9.2,12,,,26.2,0.848,3337,,2024,1588,27720000,2049000,91.1,24.8,252000,37250,285400,58110,89820,9763,22310000000,3874000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE240,IPE,EN 10365:2017,IPE parallel flange I sections,I,240,120,,6.2,9.8,15,,,30.7,0.922,3912,,2352,1914,38920000,2836000,99.7,26.9,324300,47270,366600,73920,127400,13000,36680000000,5354000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE270,IPE,EN 10365:2017,IPE parallel flange I sections,I,270,135,,6.6,10.2,15,,,36.1,1.041,4595,,2754,2214,57900000,4199000,112.3,30.2,428900,62200,484000,96950,157100,15400,69469000000,7974000,2,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE300,IPE,EN 10365:2017,IPE parallel flange I sections,I,300,150,,7.1,10.7,15,,,42.2,1.160,5381,,3210,2568,83560000,6038000,124.6,33.5,557100,80500,628400,125200,197500,18460,124260000000,11520000,2,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE330,IPE,EN 10365:2017,IPE parallel flange I sections,I,330,160,,7.5,11.5,18,,,49.1,1.254,6261,,3680,3081,117700000,7881000,137.1,35.5,713100,98520,804300,153700,275900,23990,196090000000,15490000,2,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE360,IPE,EN 10365:2017,IPE parallel flange I sections,I,360,170,,8.0,12.7,18,,,57.1,1.353,7273,,4318,3514,162700000,10430000,149.5,37.9,903600,122800,1019000,191100,370800,29200,309370000000,21070000,2,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE400,IPE,EN 10365:2017,IPE parallel flange I sections,I,400,180,,8.6,13.5,21,,,66.3,1.467,8446,,4860,4269,231300000,13180000,165.5,39.5,1156000,146400,1307000,229000,504100,37340,482890000000,27930000,3,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE450,IPE,EN 10365:2017,IPE parallel flange I sections,I,450,190,,9.4,14.6,21,,,77.6,1.605,9882,,5548,5085,337400000,16760000,184.8,41.2,1500000,176400,1702000,276400,660500,45240,780970000000,37970000,3,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE500,IPE,EN 10365:2017,IPE parallel flange I sections,I,500,200,,10.2,16.0,21,,,90.7,1.744,11552,,6400,5987,482000000,21420000,204.3,43.1,1928000,214200,2194000,335900,886200,55390,1235400000000,51280000,3,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE550,IPE,EN 10365:2017,IPE parallel flange I sections,I,550,210,,11.1,17.2,24,,,105.5,1.877,13442,,7224,7234,671200000,26680000,223.5,44.5,2441000,254100,2787000,400500,1217000,70760,1861500000000,66890000,4,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
IPE600,IPE,EN 10365:2017,IPE parallel flange I sections,I,600,220,,12.0,19.0,24,,,122.4,2.015,15598,,8360,8378,920800000,33870000,243.0,46.6,3069000,307900,3512000,485600,1646000,86630,2814700000000,88510000,4,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA100,HEA,EN 10365:2017,HEA wide flange beams,I,96,100,,5.0,8.0,12,,,16.7,0.561,2124,,1600,756,3492000,1338000,40.6,25.1,72760,26760,83010,41140,51990,6499,2475000000,1143000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA120,HEA,EN 10365:2017,HEA wide flange beams,I,114,120,,5.0,8.0,12,,,19.9,0.677,2534,,1920,846,6062000,2309000,48.9,30.2,106300,38480,119500,58850,59570,7446,6285000000,1998000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA140,HEA,EN 10365:2017,HEA wide flange beams,I,133,140,,5.5,8.5,12,,,24.7,0.794,3142,,2380,1012,10330000,3893000,57.3,35.2,155400,55620,173500,84850,80320,9449,14729000000,3409000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA160,HEA,EN 10365:2017,HEA wide flange beams,I,152,160,,6.0,9.0,15,,,30.4,0.906,3877,,2880,1321,16730000,6156000,65.7,39.8,220100,76950,245100,117600,118400,13160,30615000000,5404000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA180,HEA,EN 10365:2017,HEA wide flange beams,I,171,180,,6.0,9.5,15,,,35.5,1.024,4525,,3420,1447,25100000,9246000,74.5,45.2,293600,102700,324900,156500,146600,15430,59014000000,8182000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA200,HEA,EN 10365:2017,HEA wide flange beams,I,190,200,,6.5,10.0,18,,,42.3,1.136,5383,,4000,1808,36920000,13360000,82.8,49.8,388600,133600,429500,203800,204300,20430,105580000000,11830000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA220,HEA,EN 10365:2017,HEA wide flange beams,I,210,220,,7.0,11.0,18,,,50.5,1.255,6434,,4840,2067,54100000,19550000,91.7,55.1,515200,177700,568500,270600,280900,25540,189610000000,17440000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA240,HEA,EN 10365:2017,HEA wide flange beams,I,230,240,,7.5,12.0,21,,,60.3,1.369,7684,,5760,2518,77630000,27690000,100.5,60.0,675100,230700,744600,351700,410300,34190,321640000000,24780000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA260,HEA,EN 10365:2017,HEA wide flange beams,I,250,260,,7.5,12.5,24,,,68.2,1.484,8682,,6500,2876,104500000,36680000,109.7,65.0,836400,282100,919800,430200,520000,41600,504990000000,32980000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA280,HEA,EN 10365:2017,HEA wide flange beams,I,270,280,,8.0,13.0,24,,,76.4,1.603,9726,,7280,3174,136700000,47630000,118.6,70.0,1013000,340200,1112000,518100,613900,47220,770140000000,43120000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA300,HEA,EN 10365:2017,HEA wide flange beams,I,290,300,,8.5,14.0,27,,,88.3,1.717,11253,,8400,3728,182600000,63100000,127.4,74.9,1260000,420600,1383000,641200,842400,60170,1174700000000,57190000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA320,HEA,EN 10365:2017,HEA wide flange beams,I,310,300,,9.0,15.5,27,,,97.6,1.756,12437,,9300,4113,229300000,69850000,135.8,74.9,1479000,465700,1628000,709700,1088000,70190,1482600000000,67640000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA340,HEA,EN 10365:2017,HEA wide flange beams,I,330,300,,9.5,16.5,27,,,104.8,1.795,13347,,9900,4495,276900000,74360000,144.0,74.6,1678000,495700,1850000,755900,1287000,78000,1790200000000,76670000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA360,HEA,EN 10365:2017,HEA wide flange beams,I,350,300,,10.0,17.5,27,,,112.1,1.834,14276,,10500,4896,330900000,78870000,152.2,74.3,1891000,525800,2088000,802300,1510000,86290,2137700000000,86300000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA400,HEA,EN 10365:2017,HEA wide flange beams,I,390,300,,11.0,19.0,27,,,124.8,1.912,15898,,11400,5733,450700000,85640000,168.4,73.4,2311000,570900,2562000,872900,1914000,100700,2893600000000,104700000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA450,HEA,EN 10365:2017,HEA wide flange beams,I,440,300,,11.5,21.0,27,,,139.8,2.011,17803,,12600,6578,637200000,94650000,189.2,72.9,2896000,631000,3216000,965500,2491000,118600,4087200000000,130800000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA500,HEA,EN 10365:2017,HEA wide flange beams,I,490,300,,12.0,23.0,27,,,155.1,2.110,19754,,13800,7472,869700000,103700000,209.8,72.4,3550000,691100,3949000,1059000,3177000,138100,5569200000000,159800000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA550,HEA,EN 10365:2017,HEA wide flange beams,I,540,300,,12.5,24.0,27,,,166.2,2.209,21176,,14400,8372,1119000000,108200000,229.9,71.5,4146000,721300,4622000,1107000,3606000,150200,7103100000000,184400000,2,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA600,HEA,EN 10365:2017,HEA wide flange beams,I,590,300,,13.0,25.0,27,,,177.8,2.308,22646,,15000,9321,1412000000,112700000,249.7,70.5,4787000,751400,5350000,1156000,4075000,163000,8879600000000,210500000,2,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA650,HEA,EN 10365:2017,HEA wide flange beams,I,640,300,,13.5,26.0,27,,,189.7,2.407,24164,,15600,10319,1752000000,117200000,269.3,69.7,5474000,781600,6136000,1205000,4586000,176400,10915000000000,238000000,3,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA700,HEA,EN 10365:2017,HEA wide flange beams,I,690,300,,14.5,27.0,27,,,204.5,2.505,26048,,16200,11697,2153000000,121800000,287.5,68.4,6241000,811900,7032000,1257000,5228000,193600,13223000000000,267000000,3,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA800,HEA,EN 10365:2017,HEA wide flange beams,I,790,300,,15.0,28.0,30,,,224.4,2.698,28583,,16800,13883,3034000000,126400000,325.8,66.5,7682000,842600,8699000,1312000,6096000,217700,18113000000000,318200000,4,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA900,HEA,EN 10365:2017,HEA wide flange beams,I,890,300,,16.0,30.0,30,,,251.6,2.896,32053,,18000,16333,4221000000,135500000,362.9,65.0,9485000,903200,10810000,1414000,7510000,250300,24748000000000,385100000,4,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEA1000,HEA,EN 10365:2017,HEA wide flange beams,I,990,300,,16.5,31.0,30,,,272.3,3.095,34685,,18600,18456,5538000000,140000000,399.6,63.5,11190000,933600,12820000,1470000,8373000,270100,31834000000000,444100000,4,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB100,HEB,EN 10365:2017,HEB wide flange beams,I,100,100,,6.0,10.0,12,,,20.4,0.567,2604,,2000,904,4495000,1673000,41.6,25.3,89910,33450,104200,51420,93090,9309,3233000000,1462000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB120,HEB,EN 10365:2017,HEB wide flange beams,I,120,120,,6.5,11.0,12,,,26.7,0.686,3401,,2640,1096,8644000,3175000,50.4,30.6,144100,52920,165200,80970,139400,12670,9125000000,2824000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB140,HEB,EN 10365:2017,HEB wide flange beams,I,140,140,,7.0,12.0,12,,,33.7,0.805,4296,,3360,1308,15090000,5497000,59.3,35.8,215600,78520,245400,119800,202000,16830,21965000000,4948000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB160,HEB,EN 10365:2017,HEB wide flange beams,I,160,160,,8.0,13.0,15,,,42.6,0.918,5425,,4160,1759,24920000,8892000,67.8,40.5,311500,111200,354000,170000,312400,24030,46667000000,8020000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB180,HEB,EN 10365:2017,HEB wide flange beams,I,180,180,,8.5,14.0,15,,,51.2,1.037,6525,,5040,2024,38310000,13630000,76.6,45.7,425700,151400,481400,231000,422400,30170,91728000000,12380000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB200,HEB,EN 10365:2017,HEB wide flange beams,I,200,200,,9.0,15.0,18,,,61.3,1.151,7808,,6000,2483,56960000,20030000,85.4,50.7,569600,200300,642500,305800,595900,39730,167060000000,18230000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB220,HEB,EN 10365:2017,HEB wide flange beams,I,220,220,,9.5,16.0,18,,,71.5,1.270,9104,,7040,2792,80910000,28430000,94.3,55.9,735500,258500,827000,393900,770200,48140,289510000000,26010000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB240,HEB,EN 10365:2017,HEB wide flange beams,I,240,240,,10.0,17.0,21,,,83.2,1.384,10599,,8160,3323,112600000,39230000,103.1,60.8,938300,326900,1053000,498400,1036000,60940,476280000000,35890000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB260,HEB,EN 10365:2017,HEB wide flange beams,I,260,260,,10.0,17.5,24,,,93.0,1.499,11844,,9100,3759,149200000,51350000,112.2,65.8,1148000,395000,1283000,602200,1257000,71830,736280000000,47140000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB280,HEB,EN 10365:2017,HEB wide flange beams,I,280,280,,10.5,18.0,24,,,103.1,1.618,13136,,10080,4109,192700000,65950000,121.1,70.9,1376000,471000,1534000,717600,1453000,80720,1107200000000,60840000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB300,HEB,EN 10365:2017,HEB wide flange beams,I,300,300,,11.0,19.0,27,,,117.0,1.732,14908,,11400,4743,251700000,85630000,129.9,75.8,1678000,570900,1869000,870100,1874000,98630,1651000000000,79000000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB320,HEB,EN 10365:2017,HEB wide flange beams,I,320,300,,11.5,20.5,27,,,126.7,1.771,16134,,12300,5177,308200000,92390000,138.2,75.7,1926000,615900,2149000,939100,2292000,111800,2026200000000,90900000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB340,HEB,EN 10365:2017,HEB wide flange beams,I,340,300,,12.0,21.5,27,,,134.2,1.810,17090,,12900,5609,366600000,96900000,146.5,75.3,2156000,646000,2408000,985700,2620000,121900,2405600000000,101500000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB360,HEB,EN 10365:2017,HEB wide flange beams,I,360,300,,12.5,22.5,27,,,141.8,1.849,18063,,13500,6060,431900000,101400000,154.6,74.9,2400000,676100,2683000,1032000,2979000,132400,2829300000000,112600000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB400,HEB,EN 10365:2017,HEB wide flange beams,I,400,300,,13.5,24.0,27,,,155.3,1.927,19778,,14400,6998,576800000,108200000,170.8,74.0,2884000,721300,3232000,1104000,3611000,150500,3751100000000,133900000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB450,HEB,EN 10365:2017,HEB wide flange beams,I,450,300,,14.0,26.0,27,,,171.1,2.026,21798,,15600,7966,798900000,117200000,191.4,73.3,3551000,781400,3982000,1198000,4489000,172700,5177700000000,163800000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB500,HEB,EN 10365:2017,HEB wide flange beams,I,500,300,,14.5,28.0,27,,,187.3,2.125,23864,,16800,8982,1072000000,126200000,211.9,72.7,4287000,841600,4815000,1292000,5499000,196400,6920700000000,196600000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB550,HEB,EN 10365:2017,HEB wide flange beams,I,550,300,,15.0,29.0,27,,,199.4,2.224,25406,,17400,10007,1367000000,130800000,232.0,71.7,4971000,871800,5591000,1341000,6123000,211100,8743900000000,224900000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB600,HEB,EN 10365:2017,HEB wide flange beams,I,600,300,,15.5,30.0,27,,,211.9,2.323,26996,,18000,11081,1710000000,135300000,251.7,70.8,5701000,902000,6425000,1391000,6796000,226500,10838000000000,254700000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB650,HEB,EN 10365:2017,HEB wide flange beams,I,650,300,,16.0,31.0,27,,,224.8,2.422,28634,,18600,12204,2106000000,139800000,271.2,69.9,6480000,932300,7320000,1441000,7520000,242600,13219000000000,286000000,2,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB700,HEB,EN 10365:2017,HEB wide flange beams,I,700,300,,17.0,32.0,27,,,240.5,2.520,30638,,19200,13710,2569000000,144400000,289.6,68.7,7340000,962700,8327000,1495000,8417000,263000,15900000000000,318700000,2,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB800,HEB,EN 10365:2017,HEB wide flange beams,I,800,300,,17.5,33.0,30,,,262.3,2.713,33418,,19800,16175,3591000000,149000000,327.8,66.8,8977000,993600,10230000,1553000,9621000,291500,21617000000000,377500000,3,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB900,HEB,EN 10365:2017,HEB wide flange beams,I,900,300,,18.5,35.0,30,,,291.5,2.911,37128,,21000,18875,4941000000,158200000,364.8,65.3,10980000,1054000,12580000,1658000,11540000,329700,29196000000000,451800000,3,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEB1000,HEB,EN 10365:2017,HEB wide flange beams,I,1000,300,,19.0,36.0,30,,,314.0,3.110,40005,,21600,21249,6447000000,162800000,401.5,63.8,12890000,1085000,14860000,1716000,12720000,353300,37340000000000,518300000,4,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM100,HEM,EN 10365:2017,HEM heavy wide flange beams,I,120,106,,12.0,20.0,12,,,41.8,0.619,5324,,4240,1804,11430000,3992000,46.3,27.4,190400,75310,235800,116300,672800,33640,9430000000,3640000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM120,HEM,EN 10365:2017,HEM heavy wide flange beams,I,140,126,,12.5,21.0,12,,,52.1,0.738,6641,,5292,2115,20180000,7028000,55.1,32.5,288200,111600,350600,171600,905300,43110,23887000000,6477000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM140,HEM,EN 10365:2017,HEM heavy wide flange beams,I,160,146,,13.0,22.0,12,,,63.2,0.857,8056,,6424,2446,32910000,11440000,63.9,37.7,411400,156800,493800,240500,1186000,53910,52826000000,10620000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM160,HEM,EN 10365:2017,HEM heavy wide flange beams,I,180,166,,14.0,23.0,15,,,76.2,0.970,9705,,7636,3081,50980000,17590000,72.5,42.6,566500,211900,674600,325500,1608000,69910,104700000000,16290000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM180,HEM,EN 10365:2017,HEM heavy wide flange beams,I,200,186,,14.5,24.0,15,,,88.9,1.089,11325,,8928,3465,74830000,25800000,81.3,47.7,748300,277400,883400,425200,2014000,83920,194300000000,24010000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM200,HEM,EN 10365:2017,HEM heavy wide flange beams,I,220,206,,15.0,25.0,18,,,103.1,1.203,13128,,10300,4103,106400000,36510000,90.0,52.7,967400,354500,1135000,543200,2581000,103200,336870000000,33930000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM220,HEM,EN 10365:2017,HEM heavy wide flange beams,I,240,226,,15.5,26.0,18,,,117.3,1.322,14944,,11752,4531,146000000,50120000,98.9,57.9,1217000,443500,1419000,678600,3136000,120600,559550000000,46750000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM240,HEM,EN 10365:2017,HEM heavy wide flange beams,I,270,248,,18.0,32.0,21,,,156.7,1.460,19959,,15872,6007,242900000,81530000,110.3,63.9,1799000,657500,2117000,1006000,6272000,196000,1123500000000,76950000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM260,HEM,EN 10365:2017,HEM heavy wide flange beams,I,290,268,,18.0,32.5,24,,,172.4,1.575,21964,,17420,6689,313100000,104500000,119.4,69.0,2159000,779700,2524000,1192000,7223000,222200,1684000000000,98650000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM280,HEM,EN 10365:2017,HEM heavy wide flange beams,I,310,288,,18.5,33.0,24,,,188.5,1.694,24016,,19008,7203,395500000,131600000,128.3,74.0,2551000,914100,2966000,1397000,8094000,245300,2463000000000,124700000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM300,HEM,EN 10365:2017,HEM heavy wide flange beams,I,340,310,,21.0,39.0,27,,,237.9,1.832,30308,,24180,9053,592000000,194000000,139.8,80.0,3482000,1252000,4078000,1913000,14150000,362800,4280100000000,185400000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM320,HEM,EN 10365:2017,HEM heavy wide flange beams,I,359,309,,21.0,40.0,27,,,245.0,1.866,31205,,24720,9485,681300000,197100000,147.8,79.5,3796000,1276000,4435000,1951000,15100000,377500,4890000000000,200400000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM340,HEM,EN 10365:2017,HEM heavy wide flange beams,I,377,309,,21.0,40.0,27,,,247.9,1.902,31583,,24720,9863,763700000,197100000,155.5,79.0,4052000,1276000,4718000,1953000,15160000,379000,5463300000000,211800000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM360,HEM,EN 10365:2017,HEM heavy wide flange beams,I,395,308,,21.0,40.0,27,,,250.3,1.934,31881,,24640,10241,848700000,195200000,163.2,78.3,4297000,1268000,4989000,1942000,15170000,379200,6009300000000,221800000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM400,HEM,EN 10365:2017,HEM heavy wide flange beams,I,432,307,,21.0,40.0,27,,,255.7,2.004,32578,,24560,11018,1041000000,193400000,178.8,77.0,4820000,1260000,5571000,1934000,15240000,381000,7268800000000,243500000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM450,HEM,EN 10365:2017,HEM heavy wide flange beams,I,478,307,,21.0,40.0,27,,,263.3,2.096,33544,,24560,11984,1315000000,193400000,198.0,75.9,5501000,1260000,6331000,1939000,15380000,384500,9092300000000,272400000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM500,HEM,EN 10365:2017,HEM heavy wide flange beams,I,524,306,,21.0,40.0,27,,,270.3,2.184,34430,,24480,12950,1619000000,191500000,216.9,74.6,6180000,1252000,7094000,1932000,15480000,387000,11012000000000,299300000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM550,HEM,EN 10365:2017,HEM heavy wide flange beams,I,572,306,,21.0,40.0,27,,,278.2,2.280,35438,,24480,13958,1980000000,191600000,236.4,73.5,6923000,1252000,7933000,1937000,15630000,390800,13323000000000,329300000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM600,HEM,EN 10365:2017,HEM heavy wide flange beams,I,620,305,,21.0,40.0,27,,,285.5,2.372,36366,,24400,14966,2374000000,189800000,255.5,72.2,7660000,1244000,8772000,1930000,15740000,393500,15700000000000,357000000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM650,HEM,EN 10365:2017,HEM heavy wide flange beams,I,668,305,,21.0,40.0,27,,,293.4,2.468,37374,,24400,15974,2817000000,189800000,274.5,71.3,8433000,1245000,9657000,1936000,15880000,397000,18427000000000,386800000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
HEM700,HEM,EN 10365:2017,HEM heavy wide flange beams,I,716,304,,21.0,40.0,27,,,300.7,2.560,38302,,24320,16982,3293000000,188000000,293.2,70.1,9198000,1237000,10540000,1929000,15990000,399800,21161000000000,413800000,1,1,https://eurocodeapplied.com/design/en1993/ipe-hea-heb-hem-design-properties
